sheet,scope,jurisdiction,sub_jurisdiction,industry_or_topic,entity_type,entity_name,office_or_role,current_holder,priority,why_it_matters,source_url,rss_url,notes
Provincial_Dept_Officials,provincial,NB,,Energy,Person,,Minister of Natural Resources and Energy Development,,2,"NB energy policy, Point Lepreau, forestry",https://www2.gnb.ca/content/gnb/en/departments/erd.html,,New cabinet under Holt
Provincial_Dept_Officials,provincial,NB,,Transportation,Person,,Minister of Transportation and Infrastructure,,2,"NB highways, infrastructure",https://www2.gnb.ca/content/gnb/en/departments/dti.html,,New cabinet under Holt
Provincial_Dept_Officials,provincial,NB,,Environment,Person,,Minister of Environment and Local Government,,2,"NB environmental regulation, municipal affairs",https://www2.gnb.ca/content/gnb/en/departments/elg.html,,New cabinet under Holt
Provincial_Dept_Officials,provincial,NB,,Agriculture,Person,,Minister of Agriculture Aquaculture and Fisheries,,2,"NB agriculture, aquaculture, fisheries",https://www2.gnb.ca/content/gnb/en/departments/10.html,,New cabinet under Holt
Provincial_Dept_Officials,provincial,NB,,Labour,Person,,Minister of Post-Secondary Education Training and Labour,,2,"NB labour, skills training, post-secondary",https://www2.gnb.ca/content/gnb/en/departments/post-secondary_education_training_and_labour.html,,New cabinet under Holt
Provincial_Dept_Officials,provincial,NB,,Health,Person,,Minister of Health,,2,"NB healthcare system, Horizon/Vitalite",https://www2.gnb.ca/content/gnb/en/departments/health.html,,New cabinet under Holt
Provincial_Dept_Officials,provincial,NB,,Government,Person,,Clerk of the Executive Council,,2,"Top NB bureaucrat",https://www2.gnb.ca,,
Provincial_Dept_Officials,provincial,NB,,Crown Corp,Person,,President of NB Power,,2,"NB electricity, Point Lepreau nuclear, SMR project",https://www.nbpower.com,,
Provincial_Dept_Officials,provincial,NB,,Crown Corp,Person,,CEO of Opportunities NB,,2,"NB investment attraction agency",https://www.onbcanada.ca,,
Provincial_Dept_Officials,provincial,NB,,Housing,Person,,Minister of Social Development,,2,"NB housing, social services",https://www2.gnb.ca/content/gnb/en/departments/social_development.html,,New cabinet under Holt
Provincial_Dept_Officials,provincial,NB,,Municipal,Person,,Minister of Local Government,,2,"NB municipal governance reform",https://www2.gnb.ca,,New cabinet under Holt
Provincial_Dept_Officials,provincial,NB,,Indigenous,Person,,Minister of Aboriginal Affairs,,2,"NB First Nations relations",https://www2.gnb.ca,,New cabinet under Holt
Provincial_Dept_Officials,provincial,NS,,Government,Person,Tim Houston,Premier,Tim Houston,1,"Head of NS government, immigration, ocean tech hub",https://novascotia.ca/premier/,,PC government
Provincial_Dept_Officials,provincial,NS,,Finance,Person,Allan MacMaster,Minister of Finance and Treasury Board,Allan MacMaster,1,"NS budget, fiscal management",https://novascotia.ca/finance/,,
Provincial_Dept_Officials,provincial,NS,,Economic Development,Person,,Minister of Economic Development,,2,"NS trade, investment, innovation",https://novascotia.ca/business/,,
Provincial_Dept_Officials,provincial,NS,,Energy,Person,,Minister of Natural Resources and Renewables,,2,"NS offshore, tidal energy, forestry",https://novascotia.ca/natr/,,
Provincial_Dept_Officials,provincial,NS,,Transportation,Person,,Minister of Public Works,,2,"NS highways, public infrastructure",https://novascotia.ca/tran/,,
Provincial_Dept_Officials,provincial,NS,,Environment,Person,,Minister of Environment and Climate Change,,2,"NS environmental regulation, climate targets",https://novascotia.ca/nse/,,
Provincial_Dept_Officials,provincial,NS,,Agriculture,Person,,Minister of Agriculture,,2,"NS agriculture, fisheries, wine industry",https://novascotia.ca/agri/,,
Provincial_Dept_Officials,provincial,NS,,Labour,Person,,Minister of Labour Skills and Immigration,,2,"NS labour, immigration, workforce development",https://novascotia.ca/lae/,,
Provincial_Dept_Officials,provincial,NS,,Health,Person,,Minister of Health and Wellness,,2,"NS healthcare, QEII redevelopment",https://novascotia.ca/dhw/,,
Provincial_Dept_Officials,provincial,NS,,Housing,Person,,Minister of Municipal Affairs and Housing,,2,"NS housing, municipal affairs",https://novascotia.ca/dma/,,
Provincial_Dept_Officials,provincial,NS,,Government,Person,,Deputy Minister to the Premier / Secretary to Cabinet,,2,"Top NS bureaucrat",https://novascotia.ca,,
Provincial_Dept_Officials,provincial,NS,,Crown Corp,Person,,President of Nova Scotia Power (Emera subsidiary),,2,"NS electricity generation/distribution",https://www.nspower.ca,,Subsidiary of Emera (TSX:EMA)
Provincial_Dept_Officials,provincial,NS,,Crown Corp,Person,,CEO of Develop Nova Scotia,,2,"NS waterfront/land development Crown agency",https://developns.ca,,
Provincial_Dept_Officials,provincial,NS,,Crown Corp,Person,,CEO of Nova Scotia Business Inc (NSBI),,2,"NS investment attraction, trade",https://www.novascotiabusiness.com,,
Provincial_Dept_Officials,provincial,NS,,Fisheries,Person,,Minister of Fisheries and Aquaculture,,2,"NS fisheries, lobster, aquaculture",https://novascotia.ca/fish/,,
Provincial_Dept_Officials,provincial,PE,,Government,Person,Dennis King,Premier,Dennis King,1,"Head of PEI government, bioscience, agri-food, tourism",https://www.princeedwardisland.ca/en/premier,,PC; verify if still in office
Provincial_Dept_Officials,provincial,PE,,Finance,Person,,Minister of Finance,,1,"PEI budget, fiscal management",https://www.princeedwardisland.ca/en/topic/finance,,
Provincial_Dept_Officials,provincial,PE,,Economic Development,Person,,"Minister of Economic Growth, Tourism and Culture",,2,"PEI tourism, immigration, bioscience, tech",https://www.princeedwardisland.ca/en/topic/economic-growth-tourism-and-culture,,
Provincial_Dept_Officials,provincial,PE,,Transportation,Person,,Minister of Transportation and Infrastructure,,2,"PEI highways, Confederation Bridge maintenance",https://www.princeedwardisland.ca/en/topic/transportation-and-infrastructure,,
Provincial_Dept_Officials,provincial,PE,,Agriculture,Person,,Minister of Agriculture and Land,,2,"PEI potato industry, land use, food processing",https://www.princeedwardisland.ca/en/topic/agriculture-and-land,,
Provincial_Dept_Officials,provincial,PE,,Environment,Person,,Minister of Environment Energy and Climate Action,,2,"PEI environment, renewable energy, water table",https://www.princeedwardisland.ca/en/topic/environment-energy-and-climate-action,,
Provincial_Dept_Officials,provincial,PE,,Fisheries,Person,,Minister of Fisheries Tourism Sport and Culture,,2,"PEI fisheries, lobster, tourism",https://www.princeedwardisland.ca,,
Provincial_Dept_Officials,provincial,PE,,Health,Person,,Minister of Health and Wellness,,2,"PEI healthcare, physician recruitment",https://www.princeedwardisland.ca/en/topic/health-and-wellness,,
Provincial_Dept_Officials,provincial,PE,,Housing,Person,,Minister of Social Development and Housing,,2,"PEI housing, social services",https://www.princeedwardisland.ca,,
Provincial_Dept_Officials,provincial,PE,,Government,Person,,Clerk of the Executive Council,,2,"Top PEI bureaucrat",https://www.princeedwardisland.ca,,
Provincial_Dept_Officials,provincial,PE,,Crown Corp,Person,,CEO of Innovation PEI,,2,"PEI business support, investment attraction",https://www.innovationpei.com,,
Provincial_Dept_Officials,provincial,PE,,Labour,Person,,Minister of Workforce Advanced Learning and Population,,2,"PEI labour, immigration, population growth",https://www.princeedwardisland.ca,,
Provincial_Dept_Officials,provincial,NL,,Government,Person,Andrew Furey,Premier,Andrew Furey,1,"Head of NL government, offshore energy, Churchill Falls",https://www.gov.nl.ca/premier/,,Liberal government
Provincial_Dept_Officials,provincial,NL,,Finance,Person,,Minister of Finance,,1,"NL budget, debt management, Muskrat Falls impact",https://www.gov.nl.ca/fin/,,
Provincial_Dept_Officials,provincial,NL,,Energy,Person,,"Minister of Industry, Energy and Technology",,2,"NL offshore oil/gas, hydrogen, tech sector",https://www.gov.nl.ca/iet/,,
Provincial_Dept_Officials,provincial,NL,,Transportation,Person,,Minister of Transportation and Infrastructure,,2,"NL highways, ferries, Trans-Labrador",https://www.gov.nl.ca/ti/,,
Provincial_Dept_Officials,provincial,NL,,Environment,Person,,Minister of Environment and Climate Change,,2,"NL environmental regulation, climate adaptation",https://www.gov.nl.ca/ecc/,,
Provincial_Dept_Officials,provincial,NL,,Fisheries,Person,,Minister of Fisheries Forestry and Agriculture,,2,"NL cod/crab/shrimp, forestry, agriculture",https://www.gov.nl.ca/ffa/,,
Provincial_Dept_Officials,provincial,NL,,Labour,Person,,Minister of Immigration Population Growth and Skills,,2,"NL immigration, labour market, skills training",https://www.gov.nl.ca,,
Provincial_Dept_Officials,provincial,NL,,Health,Person,,Minister of Health and Community Services,,2,"NL healthcare, rural hospitals, recruitment",https://www.gov.nl.ca/hcs/,,
Provincial_Dept_Officials,provincial,NL,,Housing,Person,,Minister of Children Seniors and Social Development,,2,"NL housing, social development",https://www.gov.nl.ca/cssd/,,
Provincial_Dept_Officials,provincial,NL,,Government,Person,,Clerk of the Executive Council,,2,"Top NL bureaucrat",https://www.gov.nl.ca,,
Provincial_Dept_Officials,provincial,NL,,Crown Corp,Person,,CEO of Newfoundland and Labrador Hydro (Nalcor successor),,2,"NL electricity, Muskrat Falls, Churchill Falls",https://nlhydro.com,,
Provincial_Dept_Officials,provincial,NL,,Crown Corp,Person,,CEO of Newfoundland and Labrador Housing Corporation,,3,"NL social housing",https://www.nlhc.nl.ca,,
Provincial_Dept_Officials,provincial,NL,,Offshore Regulation,Person,,CEO of C-NLOPB,,2,"NL offshore petroleum regulation, exploration licences",https://www.cnlopb.ca,,
Provincial_Dept_Officials,provincial,NL,,Municipal,Person,,Minister of Municipal and Provincial Affairs,,2,"NL municipal governance, regional services",https://www.gov.nl.ca/mpa/,,
Provincial_Dept_Officials,provincial,NL,,Natural Resources,Person,,Minister of Tourism Culture Arts and Recreation,,3,"NL tourism, cultural industries",https://www.gov.nl.ca/tcar/,,
Provincial_Dept_Officials,provincial,YT,,Government,Person,Ranj Pillai,Premier,Ranj Pillai,1,"Head of YT government, mining, tourism, northern strategy",https://yukon.ca/en/premier,,Liberal government
Provincial_Dept_Officials,provincial,YT,,Finance,Person,,Minister of Finance,,1,"YT budget, federal transfers, fiscal management",https://yukon.ca/en/department-finance,,
Provincial_Dept_Officials,provincial,YT,,Economic Development,Person,,Minister of Economic Development,,2,"YT mining investment, tourism, diversification",https://yukon.ca/en/economic-development,,
Provincial_Dept_Officials,provincial,YT,,Energy,Person,,Minister of Energy Mines and Resources,,2,"YT mining, energy, land management",https://yukon.ca/en/energy-mines-and-resources,,
Provincial_Dept_Officials,provincial,YT,,Highways,Person,,Minister of Highways and Public Works,,2,"YT Alaska Highway, infrastructure, public buildings",https://yukon.ca/en/highways-and-public-works,,
Provincial_Dept_Officials,provincial,YT,,Environment,Person,,Minister of Environment,,2,"YT wildlife, environmental assessment, climate change",https://yukon.ca/en/environment,,
Provincial_Dept_Officials,provincial,YT,,Health,Person,,Minister of Health and Social Services,,2,"YT healthcare, community services",https://yukon.ca/en/health-and-social-services,,
Provincial_Dept_Officials,provincial,YT,,Government,Person,,Deputy Minister to the Premier / Cabinet Secretary,,2,"Top YT bureaucrat",https://yukon.ca,,
Provincial_Dept_Officials,provincial,YT,,Crown Corp,Person,,President of Yukon Energy,,2,"YT electricity generation/distribution",https://yukonenergy.ca,,
Provincial_Dept_Officials,provincial,YT,,Crown Corp,Person,,President of Yukon Development Corporation,,2,"YT economic development Crown corp",https://yukonenergy.ca,,Parent of Yukon Energy
Provincial_Dept_Officials,provincial,NT,,Government,Person,R.J. Simpson,Premier,R.J. Simpson,1,"Head of NWT government, resource development, devolution",https://www.gov.nt.ca/en/premier,,Consensus government
Provincial_Dept_Officials,provincial,NT,,Finance,Person,,Minister of Finance,,1,"NWT budget, federal transfers, fiscal management",https://www.gov.nt.ca,,
Provincial_Dept_Officials,provincial,NT,,Industry/Tourism,Person,,"Minister of Industry, Tourism and Investment",,2,"NWT mining, tourism, economic diversification",https://www.gov.nt.ca,,
Provincial_Dept_Officials,provincial,NT,,Energy,Person,,Minister of Infrastructure,,2,"NWT infrastructure, energy, Taltson expansion",https://www.gov.nt.ca,,
Provincial_Dept_Officials,provincial,NT,,Environment,Person,,Minister of Environment and Climate Change,,2,"NWT environmental regulation, wildlife, climate adaptation",https://www.gov.nt.ca,,
Provincial_Dept_Officials,provincial,NT,,Health,Person,,Minister of Health and Social Services,,2,"NWT healthcare, community wellness",https://www.gov.nt.ca,,
Provincial_Dept_Officials,provincial,NT,,Lands,Person,,Minister of Lands,,2,"NWT land administration, resource access",https://www.gov.nt.ca,,
Provincial_Dept_Officials,provincial,NT,,Government,Person,,Secretary to Cabinet / Deputy Minister of Executive and Indigenous Affairs,,2,"Top NWT bureaucrat",https://www.gov.nt.ca,,
Provincial_Dept_Officials,provincial,NT,,Crown Corp,Person,,President of NWT Power Corporation (NTPC),,2,"NWT electricity generation/distribution",https://www.ntpc.com,,
Provincial_Dept_Officials,provincial,NT,,Municipal,Person,,Minister of Municipal and Community Affairs,,2,"NWT municipal governance, community infrastructure",https://www.gov.nt.ca,,
Provincial_Dept_Officials,provincial,NU,,Government,Person,P.J. Akeeagok,Premier,P.J. Akeeagok,1,"Head of NU government, mining, infrastructure, Inuit self-governance",https://www.gov.nu.ca,,Consensus government
Provincial_Dept_Officials,provincial,NU,,Finance,Person,,Minister of Finance,,1,"NU budget, federal transfers",https://www.gov.nu.ca/finance,,
Provincial_Dept_Officials,provincial,NU,,Economic Development,Person,,Minister of Economic Development and Transportation,,2,"NU mining, fisheries, transportation infrastructure",https://www.gov.nu.ca/economic-development-and-transportation,,
Provincial_Dept_Officials,provincial,NU,,Environment,Person,,Minister of Environment,,2,"NU wildlife management, environmental protection, climate",https://www.gov.nu.ca/environment,,
Provincial_Dept_Officials,provincial,NU,,Community,Person,,Minister of Community and Government Services,,2,"NU municipal services, infrastructure, procurement",https://www.gov.nu.ca/community-and-government-services,,
Provincial_Dept_Officials,provincial,NU,,Health,Person,,Minister of Health,,2,"NU healthcare, medevac, community health",https://www.gov.nu.ca/health,,
Provincial_Dept_Officials,provincial,NU,,Energy,Person,,Minister of Energy,,2,"NU energy infrastructure, diesel reduction, renewables",https://www.gov.nu.ca,,
Provincial_Dept_Officials,provincial,NU,,Government,Person,,Deputy Minister to the Premier / Secretary to Cabinet,,2,"Top NU bureaucrat",https://www.gov.nu.ca,,
Provincial_Dept_Officials,provincial,NU,,Crown Corp,Person,,President of Qulliq Energy Corporation (QEC),,2,"NU electricity generation/distribution",https://www.qec.nu.ca,,
Provincial_Dept_Officials,provincial,NU,,Crown Corp,Person,,CEO of NCC Development Limited,,3,"NU Inuit development corporation",https://www.nccgroup.ca,,
Provincial_Companies,provincial,BC,,Mining,Company,Teck Resources,TSX:TECK.B,,2,"Major diversified miner, copper/zinc, BC operations",https://www.teck.com,,HQ Vancouver
Provincial_Companies,provincial,BC,,Telecommunications,Company,TELUS,TSX:T,,2,"Major telco, fibre/wireless, health tech",https://www.telus.com,,HQ Vancouver
Provincial_Companies,provincial,BC,,Mining,Company,Wheaton Precious Metals,TSX:WPM,,2,"Precious metals streaming, global portfolio",https://www.wheatonpm.com,,HQ Vancouver
Provincial_Companies,provincial,BC,,Forestry,Company,West Fraser Timber,TSX:WFG,,2,"Major lumber producer, pulp, panels",https://www.westfraser.com,,HQ Vancouver
Provincial_Companies,provincial,BC,,Forestry,Company,Canfor,TSX:CFP,,2,"Lumber producer, BC/Alberta/US operations",https://www.canfor.com,,HQ Vancouver
Provincial_Companies,provincial,AB,,Energy,Company,Enbridge,TSX:ENB,,1,"Largest pipeline operator in North America, energy infrastructure",https://www.enbridge.com,,HQ Calgary
Provincial_Companies,provincial,AB,,Energy,Company,Canadian Natural Resources,TSX:CNQ,,1,"Largest Canadian oil/gas producer, oil sands",https://www.cnrl.com,,HQ Calgary
Provincial_Companies,provincial,AB,,Transportation,Company,Canadian Pacific Kansas City (CPKC),TSX:CP,,1,"Transcontinental railway, USMCA trade corridor",https://www.cpkcr.com,,HQ Calgary
Provincial_Companies,provincial,AB,,Energy,Company,Suncor Energy,TSX:SU,,1,"Integrated oil sands, refining, Petro-Canada retail",https://www.suncor.com,,HQ Calgary
Provincial_Companies,provincial,AB,,Energy,Company,Cenovus Energy,TSX:CVE,,1,"Oil sands, conventional oil/gas, refining",https://www.cenovus.com,,HQ Calgary
Provincial_Companies,provincial,SK,,Agriculture/Mining,Company,Nutrien,TSX:NTR,,1,"World's largest potash/nitrogen/phosphate producer",https://www.nutrien.com,,HQ Saskatoon
Provincial_Companies,provincial,SK,,Mining,Company,Cameco,TSX:CCO,,1,"Major uranium producer, nuclear fuel",https://www.cameco.com,,HQ Saskatoon
Provincial_Companies,provincial,SK,,Technology,Company,Information Services Corporation (ISC),TSX:ISV,,2,"Registry and information services, land titles",https://www.isc.ca,,HQ Regina
Provincial_Companies,provincial,SK,,Agriculture,Company,Viterra,Private,,2,"Global grain handling, ag services",https://www.viterra.com,,HQ Regina; acquisition by Bunge pending
Provincial_Companies,provincial,SK,,Mining,Company,K+S Potash Canada,Private,,2,"Bethune potash mine, German parent K+S AG",https://www.ks-potashcanada.com,,Subsidiary
Provincial_Companies,provincial,MB,,Financial Services,Company,Great-West Lifeco,TSX:GWO,,2,"Insurance, wealth management, Power Corp subsidiary",https://www.greatwestlifeco.com,,HQ Winnipeg
Provincial_Companies,provincial,MB,,Financial Services,Company,IGM Financial,TSX:IGM,,2,"Wealth/asset management, IG Wealth, Mackenzie",https://www.igmfinancial.com,,HQ Winnipeg
Provincial_Companies,provincial,MB,,Automotive Services,Company,Boyd Group Services,TSX:BYD,,2,"Collision repair, North American network",https://www.boydgroup.com,,HQ Winnipeg
Provincial_Companies,provincial,MB,,Aerospace/Industrial,Company,Exchange Income Corporation,TSX:EIF,,2,"Aerospace, aviation, manufacturing",https://www.exchangeincomecorp.ca,,HQ Winnipeg
Provincial_Companies,provincial,MB,,Manufacturing,Company,NFI Group,TSX:NFI,,2,"Bus/coach manufacturer, New Flyer, MCI, ADL",https://www.nfigroup.com,,HQ Winnipeg
Provincial_Companies,provincial,ON,,Technology,Company,Shopify,TSX:SHOP,,1,"E-commerce platform, Canada's largest tech company",https://www.shopify.com,,HQ Ottawa
Provincial_Companies,provincial,ON,,Financial Services,Company,Royal Bank of Canada (RBC),TSX:RY,,1,"Largest Canadian bank, wealth management, capital markets",https://www.rbc.com,,HQ Toronto
Provincial_Companies,provincial,ON,,Financial Services,Company,Toronto-Dominion Bank (TD),TSX:TD,,1,"Major bank, large US retail presence",https://www.td.com,,HQ Toronto
Provincial_Companies,provincial,ON,,Financial Services,Company,Manulife Financial,TSX:MFC,,1,"Life insurance, wealth management, Asia growth",https://www.manulife.com,,HQ Toronto
Provincial_Companies,provincial,ON,,Financial Services/Infrastructure,Company,Brookfield Corporation,TSX:BN,,1,"Global alternative asset manager, infrastructure, renewables, real estate",https://www.brookfield.com,,HQ Toronto
Provincial_Companies,provincial,QC,,Aerospace/Defence,Company,CAE,TSX:CAE,,2,"Flight simulation, pilot training, defence",https://www.cae.com,,HQ Montreal
Provincial_Companies,provincial,QC,,Aerospace,Company,Bombardier,TSX:BBD.B,,2,"Business jets, Challenger/Global series",https://www.bombardier.com,,HQ Montreal
Provincial_Companies,provincial,QC,,Engineering,Company,AtkinsRealis (formerly SNC-Lavalin),TSX:ATRL,,2,"Global engineering, nuclear, infrastructure",https://www.atkinsrealis.com,,HQ Montreal
Provincial_Companies,provincial,QC,,Retail,Company,Alimentation Couche-Tard,TSX:ATD,,1,"Global convenience store/fuel retailer, Circle K",https://corpo.couche-tard.com,,HQ Laval QC
Provincial_Companies,provincial,QC,,Energy,Company,Hydro-Quebec,Crown,,1,"Largest electricity utility in Canada, major dam operator, exports",https://www.hydroquebec.com,,Crown corporation
Provincial_Companies,provincial,NB,,Energy,Company,Irving Oil,Private,,2,"Major refiner, Atlantic Canada fuel supply, LNG terminal",https://www.irvingoil.com,,HQ Saint John
Provincial_Companies,provincial,NB,,Diversified,Company,J.D. Irving Limited,Private,,2,"Forestry, shipbuilding, transportation, media",https://www.jdirving.com,,HQ Saint John
Provincial_Companies,provincial,NB,,Aquaculture,Company,Cooke Aquaculture,Private,,2,"Largest independent salmon farmer, global operations",https://www.cookeaquaculture.com,,HQ Blacks Harbour NB
Provincial_Companies,provincial,NB,,Food Processing,Company,McCain Foods,Private,,2,"World's largest frozen potato processor",https://www.mccain.com,,HQ Florenceville-Bristol NB
Provincial_Companies,provincial,NB,,Gaming Technology,Company,Spielo International (IGT subsidiary),Private,,3,"Gaming machines, lottery systems",https://www.igt.com,,Moncton NB operations
Provincial_Companies,provincial,NS,,Utilities,Company,Emera,TSX:EMA,,2,"Electric/gas utility, Nova Scotia Power parent, Tampa Electric",https://www.emera.com,,HQ Halifax
Provincial_Companies,provincial,NS,,Fisheries,Company,Clearwater Seafoods,Private,,2,"Premium shellfish, Arctic surf clam, scallops",https://www.clearwater.ca,,HQ Bedford NS; acquired by Premium Brands/Mi'kmaq
Provincial_Companies,provincial,NS,,Shipbuilding,Company,Halifax Shipyard (Irving Shipbuilding),Private,,2,"Naval shipbuilding, Canadian Surface Combatant program",https://www.irvingshipbuilding.com,,Part of J.D. Irving
Provincial_Companies,provincial,NS,,Economic Development,Company,Develop Nova Scotia,Crown,,2,"Waterfront development, innovation districts",https://developns.ca,,Crown agency
Provincial_Companies,provincial,NS,,Utilities,Company,Nova Scotia Power (Emera subsidiary),Subsidiary,,2,"NS electricity generation/distribution",https://www.nspower.ca,,Subsidiary of Emera (TSX:EMA)
Provincial_Companies,provincial,NL,,Utilities,Company,Fortis Inc,TSX:FTS,,1,"International electric/gas utility, ITC Holdings, Caribbean",https://www.fortisinc.com,,HQ St. John's
Provincial_Companies,provincial,NL,,Energy,Company,Hibernia Management and Development Company,Joint Venture,,2,"Offshore oil production, Grand Banks",https://www.hibernia.ca,,JV: ExxonMobil/Chevron/Suncor/Murphy/Nalcor
Provincial_Companies,provincial,NL,,Mining,Company,Vale Newfoundland and Labrador,Subsidiary,,2,"Voisey's Bay nickel/cobalt mine and Long Harbour processing",https://www.vale.com,,Subsidiary of Vale S.A.
Provincial_Companies,provincial,NL,,Energy,Company,Cenovus Energy NL (formerly Husky),Subsidiary,,2,"White Rose offshore oil, West White Rose expansion",https://www.cenovus.com,,Subsidiary of Cenovus (TSX:CVE)
Provincial_Companies,provincial,NL,,Utilities,Company,Newfoundland and Labrador Hydro (Nalcor successor),Crown,,2,"NL electricity, Muskrat Falls, Churchill Falls",https://nlhydro.com,,Crown corporation
Provincial_Companies,provincial,PE,,Agriculture/Food,Company,ADL (Atlantic Dairy Cooperative),Private,,2,"Dairy processing, Island Farms",,,PEI cooperative
Provincial_Companies,provincial,PE,,Food Processing,Company,Cavendish Farms (Irving subsidiary),Private,,2,"Frozen potato processing, major PEI employer",https://www.cavendishfarms.com,,Part of J.D. Irving
Provincial_Companies,provincial,PE,,Biotech,Company,BioVectra,Private,,2,"Pharmaceutical manufacturing, biotech CDMO",https://www.biovectra.com,,HQ Charlottetown
Provincial_Companies,provincial,PE,,Food Processing,Company,Island Abbey Foods,Private,,3,"Honey and bee products, organic",https://www.islandabbeyfoods.com,,HQ Charlottetown area
Provincial_Companies,provincial,PE,,Beverage,Company,PEI Brewing Company,Private,,3,"Craft brewery, Gahan brand",https://www.peibrewingcompany.com,,HQ Charlottetown
Provincial_Companies,provincial,YT,,Mining,Company,Victoria Gold,TSX:VGCX,,2,"Eagle Gold Mine, Yukon's largest gold mine",https://www.vgcx.com,,HQ Toronto; YK operations
Provincial_Companies,provincial,YT,,Mining,Company,Alexco Resource (acquired by Hecla),Acquired,,3,"Keno Hill silver mine, acquired by Hecla Mining",https://www.heclamining.com,,Acquired 2022
Provincial_Companies,provincial,YT,,Mining,Company,Casino Mining Corporation (Western Copper and Gold),Private,,2,"Casino copper-gold project, development stage",https://www.westerncopperandgold.com,,Major proposed project
Provincial_Companies,provincial,YT,,Mining,Company,Minto Explorations (Pembridge Resources),Private,,3,"Minto copper-gold mine",https://www.pembridgeresources.com,,Currently in care and maintenance
Provincial_Companies,provincial,YT,,Utilities,Company,Yukon Energy Corporation,Crown,,2,"YT electricity generation/distribution",https://yukonenergy.ca,,Crown corporation
Provincial_Companies,provincial,NT,,Mining,Company,De Beers Canada,Private,,2,"Gahcho Kue diamond mine, NWT operations",https://canada.debeersgroup.com,,Subsidiary of De Beers (Anglo American)
Provincial_Companies,provincial,NT,,Mining,Company,Fortune Minerals,TSX:FT,,3,"NICO cobalt-gold-bismuth-copper project",https://www.fortuneminerals.com,,Development stage
Provincial_Companies,provincial,NT,,Mining,Company,Mountain Province Diamonds,TSX:MPVD,,2,"Gahcho Kue mine (49% JV with De Beers)",https://www.mountainprovince.com,,HQ Toronto; NWT operations
Provincial_Companies,provincial,NT,,Utilities,Company,Northwest Territories Power Corporation (NTPC),Crown,,2,"NWT electricity generation/distribution",https://www.ntpc.com,,Territorial Crown corp
Provincial_Companies,provincial,NT,,Mining,Company,Diavik Diamond Mine (Rio Tinto subsidiary),Subsidiary,,2,"Major diamond mine, approaching closure",https://www.riotinto.com,,Subsidiary of Rio Tinto
Provincial_Companies,provincial,NU,,Mining,Company,"Agnico Eagle Mines (Nunavut operations)",TSX:AEM,,1,"Meliadine, Meadowbank gold mines, major NU employer",https://www.agnicoeagle.com,,HQ Toronto; major NU presence
Provincial_Companies,provincial,NU,,Mining,Company,Baffinland Iron Mines,Private,,2,"Mary River iron ore mine, Baffin Island",https://www.baffinland.com,,ArcelorMittal/Nunavut Iron Ore JV
Provincial_Companies,provincial,NU,,Mining,Company,TMAC Resources (acquired by Agnico Eagle),Acquired,,3,"Hope Bay gold mine, acquired by Agnico Eagle",https://www.agnicoeagle.com,,Acquired 2021
Provincial_Companies,provincial,NU,,Utilities,Company,Qulliq Energy Corporation (QEC),Crown,,2,"NU electricity generation/distribution, diesel reduction",https://www.qec.nu.ca,,Territorial Crown corp
Provincial_Companies,provincial,NU,,Economic Development,Company,NCC Development Limited,Private,,3,"Inuit-owned development corporation",https://www.nccgroup.ca,,Inuit development corp
Industry_Companies,national,Canada,,Energy,Company,Canadian Natural Resources (CNRL),TSX:CNQ,,1,"Canada's largest oil/gas producer by volume",https://www.cnrl.com,,
Industry_Companies,national,Canada,,Energy,Company,Suncor Energy,TSX:SU,,1,"Integrated oil sands, refining, retail",https://www.suncor.com,,
Industry_Companies,national,Canada,,Energy,Company,TC Energy,TSX:TRP,,1,"Major pipeline/power infrastructure, NGTL, Coastal GasLink",https://www.tcenergy.com,,
Industry_Companies,national,Canada,,Energy,Company,Pembina Pipeline,TSX:PPL,,1,"Midstream oil/gas, pipelines, processing, NGL",https://www.pembina.com,,
Industry_Companies,national,Canada,,Energy,Company,ARC Resources,TSX:ARX,,2,"Montney natural gas/condensate, major producer",https://www.arcresources.com,,
Industry_Companies,national,Canada,,Energy,Company,Imperial Oil,TSX:IMO,,2,"Oil sands, refining, Exxon subsidiary, Kearl",https://www.imperialoil.ca,,Majority owned by ExxonMobil
Industry_Companies,national,Canada,,Energy,Company,Tourmaline Oil,TSX:TOU,,1,"Canada's largest natural gas producer",https://www.tourmalineoil.com,,
Industry_Companies,national,Canada,,Energy,Company,MEG Energy,TSX:MEG,,2,"Oil sands, Christina Lake SAGD, bitumen blending",https://www.megenergy.com,,
Industry_Companies,national,Canada,,Mining,Company,Barrick Gold,TSX:ABX,,1,"Major gold/copper miner, global operations",https://www.barrick.com,,HQ Toronto
Industry_Companies,national,Canada,,Mining,Company,First Quantum Minerals,TSX:FM,,2,"Copper mining, global operations, Cobre Panama",https://www.first-quantum.com,,HQ Vancouver
Industry_Companies,national,Canada,,Mining,Company,Lundin Mining,TSX:LUN,,2,"Copper/zinc/nickel, Candelaria, Eagle, Neves-Corvo",https://www.lundinmining.com,,HQ Vancouver
Industry_Companies,national,Canada,,Mining,Company,Agnico Eagle Mines,TSX:AEM,,1,"Gold mining, Canadian/global operations, Nunavut anchor",https://www.agnicoeagle.com,,HQ Toronto
Industry_Companies,national,Canada,,Mining,Company,Kinross Gold,TSX:K,,2,"Gold mining, Americas/West Africa operations",https://www.kinross.com,,HQ Toronto
